pincode,city,district,state
144012,Jalandhar -II,Jalandhar,PUNJAB
144013,Jalandhar -II,Jalandhar,PUNJAB
144014,Jalandhar - I,Jalandhar,PUNJAB
144020,Jalandhar -II,Jalandhar,PUNJAB
144021,Jalandhar - I,Jalandhar,PUNJAB
144022,Jalandhar -II,Jalandhar,PUNJAB
144023,Jalandhar -II,Jalandhar,PUNJAB
144024,Jalandhar - I,Jalandhar,PUNJAB
144025,Jalandhar,Jalandhar,PUNJAB
144026,Jalandhar -II,Jalandhar,PUNJAB
144027,Jalandhar - I,Jalandhar,PUNJAB
144028,Jalandhar,Jalandhar,PUNJAB
144029,Phillaur,Jalandhar,PUNJAB
144030,Jalandhar,Jalandhar,PUNJAB
144031,Phagwara,Jalandhar,PUNJAB
144032,Phagwara,Jalandhar,PUNJAB
144033,Phagwara,Jalandhar,PUNJAB
144034,Phagwara,Jalandhar,PUNJAB
144035,Phagwara Ho,Jalandhar,PUNJAB
144036,Phagwara,Jalandhar,PUNJAB
144037,Phagwara,Jalandhar,PUNJAB
144039,Nakodar,Jalandhar,PUNJAB
144040,Nakodar,Jalandhar,PUNJAB
144041,Nakodar,Jalandhar,PUNJAB
144042,Nakodar,Jalandhar,PUNJAB
144043,Phagwara,Jalandhar,PUNJAB
144044,Nakodar,Jalandhar,PUNJAB
144101,Jalandhar,Jalandhar,PUNJAB
144102,Jalandhar - I,Jalandhar,PUNJAB
144103,Jalandhar - I,Jalandhar,PUNJAB
144104,Jalandhar,Jalandhar,PUNJAB
144105,Hoshiarpur,Hoshiarpur,PUNJAB
144106,Jalandhar - I,Jalandhar,PUNJAB
144201,Jalandhar -II,Jalandhar,PUNJAB
144202,Hoshiarpur,Hoshiarpur,PUNJAB
144203,Hoshiarpur,Hoshiarpur,PUNJAB
144204,Hoshiarpur,Hoshiarpur,PUNJAB
144205,Hoshiarpur,Hoshiarpur,PUNJAB
144206,Hoshiarpur,Hoshiarpur,PUNJAB
144207,Hoshiarpur,Hoshiarpur,PUNJAB
144208,Hoshiarpur,Hoshiarpur,PUNJAB
144209,Hoshiarpur,Hoshiarpur,PUNJAB
144210,Hoshiarpur,Hoshiarpur,PUNJAB
144211,Hoshiarpur,Hoshiarpur,PUNJAB
144212,Hoshiarpur,Hoshiarpur,PUNJAB
144213,Hoshiarpur,Hoshiarpur,PUNJAB
144214,Hoshiarpur,Hoshiarpur,PUNJAB
144216,Hoshiarpur,Hoshiarpur,PUNJAB
144221,Hoshiarpur,Hoshiarpur,PUNJAB
144222,Hoshiarpur,Hoshiarpur,PUNJAB
144223,Hoshiarpur,Hoshiarpur,PUNJAB
144224,Hoshiarpur,Hoshiarpur,PUNJAB
144301,Jalandhar - I,Jalandhar,PUNJAB
144302,Jalandhar,Jalandhar,PUNJAB
144303,Jalandhar -II,Jalandhar,PUNJAB
144305,Hoshiarpur,Hoshiarpur,PUNJAB
144306,Hoshiarpur,Hoshiarpur,PUNJAB
144311,Phagwara,Jalandhar,PUNJAB
144401,Phagwara,Kapurthala,PUNJAB
144402,Phagwara,Kapurthala,PUNJAB
144403,Phagwara,Jalandhar,PUNJAB
144404,Hoshiarpur,Hoshiarpur,PUNJAB
144405,Phagwara,Jalandhar,PUNJAB
144406,Hoshiarpur,Hoshiarpur,PUNJAB
144407,Phagwara,Jalandhar,PUNJAB
144408,Phagwara,Kapurthala,PUNJAB
144409,Phillaur,Jalandhar,PUNJAB
144410,Phillaur,Jalandhar,PUNJAB
144411,Phagwara,Kapurthala,PUNJAB
144415,Nawanshahr,Nawanshahr,PUNJAB
144416,Phillaur,Jalandhar,PUNJAB
144417,Nawanshahr,Nawanshahr,PUNJAB
144418,Phillaur,Jalandhar,PUNJAB
144419,Phillaur,Jalandhar,PUNJAB
144421,Nawanshahr,Nawanshahr,PUNJAB
144422,Nawanshahr,Nawanshahr,PUNJAB
144501,Banga,Nawanshahr,PUNJAB
144502,Phillaur,Jalandhar,PUNJAB
144503,Banga,Nawanshahr,PUNJAB
144504,Banga,Nawanshahr,PUNJAB
144505,Banga,Nawanshahr,PUNJAB
144506,Banga,Nawanshahr,PUNJAB
144507,Banga,Nawanshahr,PUNJAB
144508,Banga,Nawanshahr,PUNJAB
144509,Nawanshahr,Nawanshahr,PUNJAB
144510,Nawanshahr,Nawanshahr,PUNJAB
144511,Banga,Nawanshahr,PUNJAB
144512,Nawanshahr,Nawanshahr,PUNJAB
144513,Nawanshahr,Nawanshahr,PUNJAB
144514,Nawanshahr,Nawanshahr,PUNJAB
144515,Nawanshahr,Nawanshahr,PUNJAB
144516,Nawanshahr,Nawanshahr,PUNJAB
144517,Nawanshahr,Nawanshahr,PUNJAB
144518,Nawanshahr,Nawanshahr,PUNJAB
144519,Hoshiarpur,Hoshiarpur,PUNJAB
144520,Hoshiarpur,Hoshiarpur,PUNJAB
144521,Balachaur,Nawanshahr,PUNJAB
144522,Nawanshahr,Hoshiarpur,PUNJAB
144523,Hoshiarpur,Hoshiarpur,PUNJAB
144524,Nawanshahr,Nawanshahr,PUNJAB
144525,Balachaur,Nawanshahr,PUNJAB
144526,Balachaur,Nawanshahr,PUNJAB
144527,Hoshiarpur,Hoshiarpur,PUNJAB
144528,Hoshiarpur,Hoshiarpur,PUNJAB
144529,Hoshiarpur,Hoshiarpur,PUNJAB
144530,Hoshiarpur,Hoshiarpur,PUNJAB
144531,Hoshiarpur,Hoshiarpur,PUNJAB
144532,Hoshiarpur,Hoshiarpur,PUNJAB
144533,Balachaur,Nawanshahr,PUNJAB
144601,Kapurthala,Kapurthala,PUNJAB
144602,Kapurthala,Kapurthala,PUNJAB
144606,Sultanpur Lodhi,Kapurthala,PUNJAB
144620,Kapurthala,Kapurthala,PUNJAB
144621,Kapurthala,Kapurthala,PUNJAB
144622,Bholath,Kapurthala,PUNJAB
144623,Nakodar,Jalandhar,PUNJAB
144624,Kapurthala,Kapurthala,PUNJAB
144625,Shahkot,Kapurthala,PUNJAB
144626,Sultanpur,Kapurthala,PUNJAB
144628,Kapurthala,Kapurthala,PUNJAB
144629,Shahkot,Jalandhar,PUNJAB
144630,Nakodar,Jalandhar,PUNJAB
144631,Bhulath,Kapurthala,PUNJAB
144632,Phagwara,Kapurthala,PUNJAB
144633,Phagwara,Jalandhar,PUNJAB
144701,Nakodar,Jalandhar,PUNJAB
144702,Shahkot,Jalandhar,PUNJAB
144703,Nakodar,Jalandhar,PUNJAB
144801,Jalandhar -II,Jalandhar,PUNJAB
144802,Kapurthala,Kapurthala,PUNJAB
144803,Kapurthala,Kapurthala,PUNJAB
144804,Kapurthala,Kapurthala,PUNJAB
144805,Jalandhar -II,Jalandhar,PUNJAB
144806,Kapurthala,Jalandhar,PUNJAB
144819,Bhulath,Kapurthala,PUNJAB
145001,Pathankot,Gurdaspur,PUNJAB
145022,Dhar Kalan,Gurdaspur,PUNJAB
145023,Pathankot,Gurdaspur,PUNJAB
145024,Pathankot,Gurdaspur,PUNJAB
145025,Pathankot,Gurdaspur,PUNJAB
145026,Pathankot,Gurdaspur,PUNJAB
145027,Pathankot,Gurdaspur,PUNJAB
145029,Dhar Kalan,Gurdaspur,PUNJAB
145101,Pathankot,Gurdaspur,PUNJAB
146001,Hoshiarpur,Hoshiarpur,PUNJAB
146021,Hoshiarpur,Hoshiarpur,PUNJAB
146022,Hoshiarpur,Hoshiarpur,PUNJAB
146023,Hoshiarpur,Hoshiarpur,PUNJAB
146024,Hoshiarpur,Hoshiarpur,PUNJAB
146101,Hoshiar  Pur,Hoshiarpur,PUNJAB
146102,Hoshiarpur,Hoshiarpur,PUNJAB
146103,Hoshiarpur,Hoshiarpur,PUNJAB
146104,Hoshiarpur,Hoshiarpur,PUNJAB
146105,Hoshiarpur,Hoshiarpur,PUNJAB
146106,Hoshiarpur,Hoshiarpur,PUNJAB
146107,Hoshiarpur,Hoshiarpur,PUNJAB
146108,Hoshiarpur,Hoshiarpur,PUNJAB
146109,Hoshiarpur,Hoshiarpur,PUNJAB
146110,Hoshiarpur,Hoshiarpur,PUNJAB
146111,Hoshiarpur,Hoshiarpur,PUNJAB
146112,Hoshiarpur,Hoshiarpur,PUNJAB
146113,Hoshiarpur,Hoshiarpur,PUNJAB
146114,Hoshiarpur,Hoshiarpur,PUNJAB
146115,Balachaur,Nawanshahr,PUNJAB
146116,Hoshiarpur,Hoshiarpur,PUNJAB
147001,Nabha,Patiala,PUNJAB
147002,Patiala,Patiala,PUNJAB
147003,Patiala,Patiala,PUNJAB
147004,Patiala,Patiala,PUNJAB
147005,Patiala,Patiala,PUNJAB
147021,Patiala,Patiala,PUNJAB
147101,Patiala,Patiala,PUNJAB
147102,Samana,Patiala,PUNJAB
147103,Patiala,Patiala,PUNJAB
147104,Fatehgarh Sahib,Fatehgarh Sahib,PUNJAB
147105,Samana,Patiala,PUNJAB
147111,Patiala,Patiala,PUNJAB
147201,Nabha,Patiala,PUNJAB
147202,Samana,Patiala,PUNJAB
147203,Amloh (P),Fatehgarh Sahib,PUNJAB
147301,Fatehgarhsahib,Fatehgarh Sahib,PUNJAB
148001,Sangrur,Sangrur,PUNJAB
148017,Dhuri,Sangrur,PUNJAB
148018,Malerkotla,Sangrur,PUNJAB
148019,Malerkotla,Sangrur,PUNJAB
148020,Malerkotla,Sangrur,PUNJAB
148021,Malerkotla,Sangrur,PUNJAB
148022,Malerkotla,Sangrur,PUNJAB
148023,Malerkotla,Sangrur,PUNJAB
148024,Dhuri,Sangrur,PUNJAB
148025,Dhuri,Sangrur,PUNJAB
148026,Sangrur,Sangrur,PUNJAB
148027,Moonak,Sangrur,PUNJAB
148028,Sunam,Sangrur,PUNJAB
148029,Sangrur,Sangrur,PUNJAB
148030,Moonak,Sangrur,PUNJAB
148031,Moonak,Sangrur,PUNJAB
148033,Sunam,Sangrur,PUNJAB
148034,Dhuri,Sangrur,PUNJAB
148035,Sunam,Sangrur,PUNJAB
148100,Barnala,Barnala,PUNJAB
148101,Barnala,Barnala,PUNJAB
148102,Barnala,Barnala,PUNJAB
148103,Barnala,Barnala,PUNJAB
148104,Barnala,Barnala,PUNJAB
148105,Barnala,Barnala,PUNJAB
148106,Barnala,Barnala,PUNJAB
148107,Barnala,Barnala,PUNJAB
148108,Barnala,Barnala,PUNJAB
148109,Barnala,Barnala,PUNJAB
151001,Bathinda,Bathinda,PUNJAB
151002,Bti,Bathinda,PUNJAB
151003,Bathinda,Bathinda,PUNJAB
151004,Bathinda,Bathinda,PUNJAB
151005,Bathinda,Bathinda,PUNJAB
151101,Bhucho Manda,Bathinda,PUNJAB
151102,Bathinda,Bathinda,PUNJAB
151103,Phul,Bathinda,PUNJAB
151104,Phul,Bathinda,PUNJAB
151105,Phul,Bathinda,PUNJAB
151106,Rampura Phul,Bathinda,PUNJAB
151108,Phul,Bathinda,PUNJAB
151111,Phul,Bathinda,PUNJAB
151201,Goniana Mandi,Bathinda,PUNJAB
151202,Jaitu,Faridkot,PUNJAB
151203,Faridkot,Faridkot,PUNJAB
151204,Jaitu,Faridkot,PUNJAB
151205,Jaitu,Faridkot,PUNJAB
151206,Rampura Phul,Bathinda,PUNJAB
151207,Faridkot,Faridkot,PUNJAB
151208,Jaitu,Faridkot,PUNJAB
151209,Kotkapura,Faridkot,PUNJAB
151210,Malout,Muktsar,PUNJAB
151211,Malout,Muktsar,PUNJAB
151212,Faridkot,Faridkot,PUNJAB
151301,T Sabo,Bathinda,PUNJAB
151302,T.sabo,Bathinda,PUNJAB
151401,Sangat,Bathinda,PUNJAB
151501,Bareta,Bathinda,PUNJAB
151502,Bdh,Mansa,PUNJAB
151503,Boha,Mansa,PUNJAB
151504,Bkh,Mansa,PUNJAB
151505,Mansa,Mansa,PUNJAB
151506,Mansa,Mansa,PUNJAB
151507,Mansa,Mansa,PUNJAB
151508,Mansa,Mansa,PUNJAB
151509,Maur,Bathinda,PUNJAB
151510,Mansa,Mansa,PUNJAB
152001,Firozepur,Firozpur,PUNJAB
152002,Ferozepur,Firozpur,PUNJAB
152003,Firozepur,Firozpur,PUNJAB
152004,Ferozepur,Firozpur,PUNJAB
152005,Zira,Firozpur,PUNJAB
152021,Firozepur,Firozpur,PUNJAB
152022,Jalalabad,Firozpur,PUNJAB
152023,Firozepur,Firozpur,PUNJAB
152024,Jalalabad,Firozpur,PUNJAB
152025,Giddarbaha,Muktsar,PUNJAB
152026,Muktsar,Muktsar,PUNJAB
152028,Moga,Moga,PUNJAB
152031,Muktsar,Muktsar,PUNJAB
152032,Malout,Muktsar,PUNJAB
152033,Jalalabad,Firozpur,PUNJAB
152101,Giddarbaha,Muktsar,PUNJAB
152107,Malout,Muktsar,PUNJAB
152112,Giddarbaha,Muktsar,PUNJAB
152113,Malout,Muktsar,PUNJAB
152114,Malout,Muktsar,PUNJAB
152115,Malout,Muktsar,PUNJAB
152116,Abohar,Firozpur,PUNJAB
152117,Abohar,Firozpur,PUNJAB
152121,Fazilka,Firozpur,PUNJAB
152122,Fazilka,Firozpur,PUNJAB
152123,Fazilka,Firozpur,PUNJAB
152124,Fazilka,Firozpur,PUNJAB
152128,Fazilka,Firozpur,PUNJAB
152132,Abohar,Firozpur,PUNJAB
160001,Chandigarh,Chandigarh,CHANDIGARH
160002,Chandigarh,Chandigarh,CHANDIGARH
160003,Chandigarh,Chandigarh,CHANDIGARH
160004,Chandigarh,Chandigarh,CHANDIGARH
160009,Chandigarh,Chandigarh,CHANDIGARH
160011,Chandigarh,Chandigarh,CHANDIGARH
160012,Chandigarh,Chandigarh,CHANDIGARH
160014,S.A.S.Nagar (Mohali),Rupnagar,PUNJAB
160015,Chandigarh,Chandigarh,CHANDIGARH
160017,Chandigarh,Chandigarh,CHANDIGARH
160018,Chandigarh,Chandigarh,CHANDIGARH
160019,Chandigarh,Chandigarh,CHANDIGARH
160020,Chandigarh,Chandigarh,CHANDIGARH
160022,Chandigarh,Chandigarh,CHANDIGARH
160023,Chandigarh,Chandigarh,CHANDIGARH
160025,Chandigarh,Chandigarh,CHANDIGARH
160030,Chandigarh,Chandigarh,CHANDIGARH
160036,Chandigarh,Chandigarh,CHANDIGARH
160047,Chandigarh,Chandigarh,CHANDIGARH
160055,S.A.S.Nagar (Mohali),Rupnagar,PUNJAB
160059,S.A.S.Nagar (Mohali),Rupnagar,PUNJAB
160062,S.A.S.Nagar (Mohali),Rupnagar,PUNJAB
160071,S.A.S.Nagar (Mohali),Rupnagar,PUNJAB
160101,Chandigarh,Chandigarh,CHANDIGARH
160102,Chandigarh,Chandigarh,CHANDIGARH
160103,Mohali,Mohali,PUNJAB
160104,Derabassi,Mohali,PUNJAB
171001,Shimla Rural(T),Shimla,HIMACHAL PRADESH
171002,Shimla Urban(T),Shimla,HIMACHAL PRADESH
171003,Shimla Urban(T),Shimla,HIMACHAL PRADESH
171004,Shimla Urban(T),Shimla,HIMACHAL PRADESH
171005,Shimla Urban(T),Shimla,HIMACHAL PRADESH
171006,Shimla,Shimla,HIMACHAL PRADESH
171007,Shimla,Shimla,HIMACHAL PRADESH
171008,Shimla Urban(T),Shimla,HIMACHAL PRADESH
171009,Shimla,Shimla,HIMACHAL PRADESH
171010,Shimla Urban(T),Shimla,HIMACHAL PRADESH
171011,Shimla,Shimla,HIMACHAL PRADESH
171012,Shimla R,Shimla,HIMACHAL PRADESH
171018,Suni,Shimla,HIMACHAL PRADESH
171019,Suni,Shimla,HIMACHAL PRADESH
171102,Solan,Solan,HIMACHAL PRADESH
171103,Shimla,Shimla,HIMACHAL PRADESH
171201,Theog,Shimla,HIMACHAL PRADESH
171202,Kotkhai,Shimla,HIMACHAL PRADESH
171203,Rohru,Shimla,HIMACHAL PRADESH
171204,Kotkhai,Shimla,HIMACHAL PRADESH
171205,Jubbal,Shimla,HIMACHAL PRADESH
171206,Jubbal,Shimla,HIMACHAL PRADESH
171207,Rohru,Shimla,HIMACHAL PRADESH
171208,Chirgaon,Shimla,HIMACHAL PRADESH
171209,Theog,Shimla,HIMACHAL PRADESH
171210,Chopal,Shimla,HIMACHAL PRADESH
171211,Chopal,Shimla,HIMACHAL PRADESH
171212,Theog,Shimla,HIMACHAL PRADESH
171213,Kumarsain,Shimla,HIMACHAL PRADESH
171214,Rohru,Shimla,HIMACHAL PRADESH
171215,Jubbal,Shimla,HIMACHAL PRADESH
171216,Jubbal,Shimla,HIMACHAL PRADESH
171217,Chopal,Shimla,HIMACHAL PRADESH
171218,Shimla,Shimla,HIMACHAL PRADESH
171219,Shimla,Shimla,HIMACHAL PRADESH
171220,Theog,Shimla,HIMACHAL PRADESH
171221,Rohru,Shimla,HIMACHAL PRADESH
171222,Theog,Shimla,HIMACHAL PRADESH
171223,Rohru,Shimla,HIMACHAL PRADESH
171224,Rohru,Shimla,HIMACHAL PRADESH
171225,Kothkhai,Shimla,HIMACHAL PRADESH
171226,Theog,Shimla,HIMACHAL PRADESH
171301,Suni,Shimla,HIMACHAL PRADESH
172001,Nankhari,Shimla,HIMACHAL PRADESH
172002,Nirmand,Kullu,HIMACHAL PRADESH
172021,Nankhari,Shimla,HIMACHAL PRADESH
172022,Rampur Bushahr,Shimla,HIMACHAL PRADESH
172023,Nirmand,Kullu,HIMACHAL PRADESH
172024,Kumharsain(T),Shimla,HIMACHAL PRADESH
172025,Ani(S.T),Kullu,HIMACHAL PRADESH
172026,Anni,Kullu,HIMACHAL PRADESH
172027,Kumarsain,Shimla,HIMACHAL PRADESH
172028,Nankhari(S.T),Shimla,HIMACHAL PRADESH
172029,Kumharsain(T),Shimla,HIMACHAL PRADESH
172030,Kumarsain,Shimla,HIMACHAL PRADESH
172031,Kumharsain(T),Shimla,HIMACHAL PRADESH
172032,Ani(S.T),Kullu,HIMACHAL PRADESH
172033,Nermand(T),Kullu,HIMACHAL PRADESH
172034,Rampur(T),Shimla,HIMACHAL PRADESH
172101,Nichar(T),Kinnaur,HIMACHAL PRADESH
172102,Rampur(T),Shimla,HIMACHAL PRADESH
172103,Nichar(T),Kinnaur,HIMACHAL PRADESH
172104,Nichar(T),Kinnaur,HIMACHAL PRADESH
172105,Sangla(T),Kinnaur,HIMACHAL PRADESH
172106,Sangla(T),Kinnaur,HIMACHAL PRADESH
172107,Kalpa(T),Kinnaur,HIMACHAL PRADESH
172108,Kalpa(T),Kinnaur,HIMACHAL PRADESH
172109,Moorang,Kinnaur,HIMACHAL PRADESH
172110,Morang(T),Kinnaur,HIMACHAL PRADESH
172111,Poo(T),Kinnaur,HIMACHAL PRADESH
172112,Hangrang,Kinnaur,HIMACHAL PRADESH
172113,Spiti,Lahul & Spiti,HIMACHAL PRADESH
172114,Spiti,Lahul & Spiti,HIMACHAL PRADESH
172115,Nichar(T),Kinnaur,HIMACHAL PRADESH
172116,Poo(T),Kinnaur,HIMACHAL PRADESH
172117,Spiti,Lahul & Spiti,HIMACHAL PRADESH
172118,Nichar(T),Kinnaur,HIMACHAL PRADESH
172201,Rampur Bushahr,Shimla,HIMACHAL PRADESH
173001,Pachhad,Sirmaur,HIMACHAL PRADESH
173020,Paonta,Sirmaur,HIMACHAL PRADESH
173021,Paonta,Sirmaur,HIMACHAL PRADESH
173022,Paonta,Sirmaur,HIMACHAL PRADESH
173023,Sangrah,Sirmaur,HIMACHAL PRADESH
173024,Pachhad,Sirmaur,HIMACHAL PRADESH
173025,Paonta,Sirmaur,HIMACHAL PRADESH
173026,Nahan,Sirmaur,HIMACHAL PRADESH
173027,Shillai,Sirmaur,HIMACHAL PRADESH
173028,Paonta,Sirmaur,HIMACHAL PRADESH
173029,Shillai,Sirmaur,HIMACHAL PRADESH
173030,Nahan,Sirmaur,HIMACHAL PRADESH
173101,Pachhad,Sirmaur,HIMACHAL PRADESH
173104,Sangah,Sirmaur,HIMACHAL PRADESH
173201,Solan,Solan,HIMACHAL PRADESH
173202,Solan,Solan,HIMACHAL PRADESH
173204,Kasauli(T),Solan,HIMACHAL PRADESH
173205,Nalagarh,Solan,HIMACHAL PRADESH
173206,Solan,Solan,HIMACHAL PRADESH
173207,Kandaghat,Solan,HIMACHAL PRADESH
173208,Kandaghat,Solan,HIMACHAL PRADESH
173209,Kasauli,Solan,HIMACHAL PRADESH
173210,Solan,Solan,HIMACHAL PRADESH
173211,Solan,Solan,HIMACHAL PRADESH
173212,Solan(T),Solan,HIMACHAL PRADESH
173213,Solan,Solan,HIMACHAL PRADESH
173214,Solan,Solan,HIMACHAL PRADESH
173215,Kandaghat,Solan,HIMACHAL PRADESH
173217,Kandaghat,Solan,HIMACHAL PRADESH
173218,Ramshahar,Solan,HIMACHAL PRADESH
173220,Kasauli,Solan,HIMACHAL PRADESH
173221,Arki,Solan,HIMACHAL PRADESH
173222,Kandaghat,Solan,HIMACHAL PRADESH
173223,Rajghar,Sirmaur,HIMACHAL PRADESH
173225,Solan,Solan,HIMACHAL PRADESH
173229,Solan,Solan,HIMACHAL PRADESH
173230,Solan,Solan,HIMACHAL PRADESH
173233,Solan,Solan,HIMACHAL PRADESH
173234,Kandaghat,Solan,HIMACHAL PRADESH
173235,Arki,Solan,HIMACHAL PRADESH
174001,Bilaspur,Bilaspur (HP),HIMACHAL PRADESH
174002,Bilaspur,Bilaspur (HP),HIMACHAL PRADESH
174003,Ghumarwin,Bilaspur (HP),HIMACHAL PRADESH
174004,Bilaspur,Bilaspur (HP),HIMACHAL PRADESH
174005,Blaspur,Bilaspur (HP),HIMACHAL PRADESH
174011,Naina Devi,Bilaspur (HP),HIMACHAL PRADESH
174012,Bilaspur,Bilaspur (HP),HIMACHAL PRADESH
174013,Bilaspur,Bilaspur (HP),HIMACHAL PRADESH
174015,Naina Devi,Bilaspur (HP),HIMACHAL PRADESH
174017,Ghumarwin,Bilaspur (HP),HIMACHAL PRADESH
174021,Ghumarwin,Bilaspur (HP),HIMACHAL PRADESH
174023,Ghumarwin,Bilaspur (HP),HIMACHAL PRADESH
174024,Ghumarwin,Bilaspur (HP),HIMACHAL PRADESH
174026,Ghumarwin,Bilaspur (HP),HIMACHAL PRADESH
174027,Ghumarwin,Bilaspur (HP),HIMACHAL PRADESH
174028,Ghumarwin,Bilaspur (HP),HIMACHAL PRADESH
174029,Jhanduta,Bilaspur (HP),HIMACHAL PRADESH
174030,Jhandutta,Bilaspur (HP),HIMACHAL PRADESH
174031,Jhandutta,Bilaspur (HP),HIMACHAL PRADESH
174032,Bilaspur,Bilaspur (HP),HIMACHAL PRADESH
174033,Bilaspur,Bilaspur (HP),HIMACHAL PRADESH
174034,Jhandutta,Bilaspur (HP),HIMACHAL PRADESH
174035,Jhandutha,Bilaspur (HP),HIMACHAL PRADESH
174036,Bilaspur (HP),Bilaspur (HP),HIMACHAL PRADESH
174101,Solan,Solan,HIMACHAL PRADESH
174102,Solan,Solan,HIMACHAL PRADESH
174103,Kasauli,Solan,HIMACHAL PRADESH
174201,Naina Devi,Bilaspur (HP),HIMACHAL PRADESH
174301,Una,Una,HIMACHAL PRADESH
174302,Amb,Una,HIMACHAL PRADESH
174303,Una,Una,HIMACHAL PRADESH
174304,Barsar,Hamirpur(HP),HIMACHAL PRADESH
174305,Barsar,Hamirpur(HP),HIMACHAL PRADESH
174306,Una,Una,HIMACHAL PRADESH
174307,Bangana(T),Una,HIMACHAL PRADESH
174308,Bangana(T),Una,HIMACHAL PRADESH
174309,Barsar,Hamirpur(HP),HIMACHAL PRADESH
174310,Naina Devi,Bilaspur (HP),HIMACHAL PRADESH
174311,Bijhari,Hamirpur(HP),HIMACHAL PRADESH
174312,Barsar,Hamirpur(HP),HIMACHAL PRADESH
174314,Bangana,Una,HIMACHAL PRADESH
174315,Una(T),Una,HIMACHAL PRADESH
174316,Amb,Una,HIMACHAL PRADESH
174317,Haroli,Una,HIMACHAL PRADESH
174319,Amb(T),Una,HIMACHAL PRADESH
174320,Bangana,Una,HIMACHAL PRADESH
174321,Bangana(T),Una,HIMACHAL PRADESH
174405,Nadaun,Hamirpur(HP),HIMACHAL PRADESH
174503,Haroli,Una,HIMACHAL PRADESH
174505,Hamirpur,Hamirpur(HP),HIMACHAL PRADESH
175001,Sadar,Mandi,HIMACHAL PRADESH
175002,Sundarnagar(T),Mandi,HIMACHAL PRADESH
175003,Sadar,Mandi,HIMACHAL PRADESH
175004,Sarkaghat,Mandi,HIMACHAL PRADESH
175005,Sadar,Mandi,HIMACHAL PRADESH
175006,Sadar,Mandi,HIMACHAL PRADESH
175007,Sarkaghat,Mandi,HIMACHAL PRADESH
175008,Sadar,Mandi,HIMACHAL PRADESH
175009,Karsog,Mandi,HIMACHAL PRADESH
175010,Karsog,Mandi,HIMACHAL PRADESH
175011,Karsog,Mandi,HIMACHAL PRADESH
175012,Joginder Nagar,Mandi,HIMACHAL PRADESH
175013,Baijnath,Kangra,HIMACHAL PRADESH
175014,Jogindernagar,Mandi,HIMACHAL PRADESH
175015,Jogindarnagar(T),Mandi,HIMACHAL PRADESH
175016,Lad Bharol(T),Mandi,HIMACHAL PRADESH
175017,Sunder Nagar,Mandi,HIMACHAL PRADESH
175018,Sunder Nagar,Mandi,HIMACHAL PRADESH
175019,Sunder Nagar,Mandi,HIMACHAL PRADESH
175021,Sadar,Mandi,HIMACHAL PRADESH
175023,Sadar,Mandi,HIMACHAL PRADESH
175024,Sarkaghat,Mandi,HIMACHAL PRADESH
175025,Sarkaghat,Mandi,HIMACHAL PRADESH
175026,Sarkaghat,Mandi,HIMACHAL PRADESH
175027,Sadar,Mandi,HIMACHAL PRADESH
175028,Chachiot,Mandi,HIMACHAL PRADESH
175029,Chachiot,Mandi,HIMACHAL PRADESH
175030,Sundarnagar(T),Mandi,HIMACHAL PRADESH
175031,Nihri(S.T),Mandi,HIMACHAL PRADESH
175032,Jogindernagar,Mandi,HIMACHAL PRADESH
175033,Sarkaghat,Mandi,HIMACHAL PRADESH
175034,Sarkaghat,Mandi,HIMACHAL PRADESH
175035,Thunag(T),Mandi,HIMACHAL PRADESH
175036,Sadar,Mandi,HIMACHAL PRADESH
175037,Sarkaghat(T),Mandi,HIMACHAL PRADESH
175038,Sunder Nagar,Mandi,HIMACHAL PRADESH
175039,Chachiot,Mandi,HIMACHAL PRADESH
175040,Dharmpur(S.T),Mandi,HIMACHAL PRADESH
175042,Sarkaghat(T),Mandi,HIMACHAL PRADESH
175046,Karsog,Mandi,HIMACHAL PRADESH
175047,Thunag(T),Mandi,HIMACHAL PRADESH
175048,Thunag,Mandi,HIMACHAL PRADESH
175049,Sarkaghat,Mandi,HIMACHAL PRADESH
175050,Sarkaghat,Mandi,HIMACHAL PRADESH
175051,Sarkaghat,Mandi,HIMACHAL PRADESH
175052,Sadar,Mandi,HIMACHAL PRADESH
175101,Kullu,Kullu,HIMACHAL PRADESH
175102,Kullu,Kullu,HIMACHAL PRADESH
175103,Manali(T),Kullu,HIMACHAL PRADESH
175104,Kullu(T),Kullu,HIMACHAL PRADESH
175105,Kullu(T),Kullu,HIMACHAL PRADESH
175106,Thunag,Mandi,HIMACHAL PRADESH
175121,Mandi,Mandi,HIMACHAL PRADESH
175122,Sainj(S.T),Kullu,HIMACHAL PRADESH
175123,Banjar(T),Kullu,HIMACHAL PRADESH
175124,Sadar,Mandi,HIMACHAL PRADESH
175125,Kullu,Kullu,HIMACHAL PRADESH
175126,Banjar,Kullu,HIMACHAL PRADESH
175128,Naggar,Kullu,HIMACHAL PRADESH
175129,Naggar,Kullu,HIMACHAL PRADESH
175130,Naggar,Kullu,HIMACHAL PRADESH
175131,Naggar,Kullu,HIMACHAL PRADESH
175132,Lahaul,Lahul & Spiti,HIMACHAL PRADESH
175133,Lahaul,Lahul & Spiti,HIMACHAL PRADESH
175134,Sainj(S.T),Kullu,HIMACHAL PRADESH
175136,Kullu(T),Kullu,HIMACHAL PRADESH
175138,Kullu(T),Kullu,HIMACHAL PRADESH
175139,Lahaul,Lahul & Spiti,HIMACHAL PRADESH
